0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69841,0.71429,0.70238,0.68254,0.68651,0.70238,0.70238,0.69841,0.69841,0.69444,0.70238,0.71032,0.70635,0.69841,0.6627,0.60317,0.56746,0.47222,0.34127,0.3254,0.36111,0.35714,0.32143,0.30556,0.3373,0.39286,0.40873,0.39286,0.37302,0.35317,0.34524,0.33333,0.29365,0.28175,0.29365,0.32937,0.38889,0.44444,0.46429,0.48016,0.5,0.50794,0.49603,0.50397,0.51984,0.5119,0.4881,0.44444,0.39683,0.35317,0.32143,0.30556,0.25794,0.2381,0.39286,0.67857,0.81349,0.7619,0.71825,0.63889,0.4881,0.44841,0.48413,0.63095,0.62698,0.25,0.14683,0.13889,0.13492,0.15079,0.27381,0.62698,0.6746,0.67857,0.69841,0.71825,0.70238,0.69444,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.71429,0.71032,0.69444,0.68254,0.69048,0.70238,0.69841,0.71032,0.71825,0.71825,0.69444,0.65873,0.60317,0.55556,0.54762,0.53968,0.49206,0.43254,0.40873,0.42063,0.4246,0.40476,0.39286,0.4127,0.46429,0.4881,0.46032,0.40079,0.36508,0.34921,0.32937,0.30159,0.26984,0.28968,0.3373,0.39286,0.44444,0.47619,0.50397,0.5119,0.5,0.48413,0.48016,0.5,0.52381,0.51984,0.5119,0.5,0.46429,0.4246,0.39286,0.3373,0.30159,0.25,0.23016,0.3254,0.43254,0.48413,0.53968,0.40873,0.39286,0.45238,0.4127,0.35317,0.40079,0.24206,0.099206,0.09127,0.13095,0.21825,0.2619,0.21032,0.50794,0.71032,0.71032,0.67063,0.69841,0.71032,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70635,0.71032,0.70635,0.70238,0.70635,0.71825,0.72222,0.71032,0.70238,0.68651,0.6627,0.61111,0.54762,0.52381,0.51984,0.54365,0.57143,0.50397,0.44841,0.48016,0.49206,0.47619,0.46429,0.46825,0.4881,0.51984,0.50794,0.44048,0.36111,0.31349,0.29365,0.27381,0.25,0.25,0.28571,0.34127,0.38492,0.41667,0.42857,0.46429,0.49206,0.48413,0.48413,0.49206,0.50794,0.51984,0.53175,0.53968,0.54365,0.52381,0.5,0.47222,0.40476,0.39286,0.36508,0.28175,0.21825,0.20238,0.15476,0.12302,0.26587,0.33333,0.3373,0.40079,0.39683,0.36905,0.35317,0.18254,0.075397,0.09127,0.11905,0.15476,0.15079,0.52778,0.69444,0.71825,0.69444,0.68254,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70635,0.71032,0.70635,0.71429,0.73016,0.72222,0.71429,0.71032,0.63889,0.56746,0.52778,0.51984,0.50794,0.53175,0.56349,0.59524,0.61111,0.53571,0.47619,0.50397,0.52778,0.49603,0.47619,0.48016,0.48413,0.46825,0.40476,0.33333,0.27381,0.2381,0.22619,0.21825,0.22619,0.2619,0.30556,0.35317,0.39683,0.42063,0.42857,0.45238,0.47222,0.4881,0.5119,0.53968,0.55159,0.55159,0.5754,0.58333,0.5873,0.58333,0.57143,0.55952,0.55952,0.51587,0.44841,0.4127,0.42063,0.4127,0.39683,0.31349,0.18651,0.10714,0.17063,0.22619,0.18651,0.2619,0.40476,0.34127,0.22619,0.23016,0.27381,0.32143,0.30952,0.38492,0.36508,0.57937,0.73016,0.72619,0.71429,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70635,0.70635,0.70635,0.71825,0.72222,0.68651,0.65476,0.63492,0.56349,0.5119,0.52381,0.56349,0.57937,0.59127,0.60714,0.61905,0.60317,0.55952,0.53175,0.54365,0.55952,0.50397,0.45238,0.43651,0.42857,0.38889,0.30952,0.26587,0.2619,0.25397,0.25397,0.28175,0.32143,0.37302,0.39683,0.42857,0.46429,0.49206,0.50794,0.51984,0.5119,0.51984,0.55556,0.60317,0.62302,0.62302,0.63492,0.63492,0.63492,0.63889,0.63889,0.63492,0.62302,0.5873,0.53571,0.5,0.48413,0.5,0.5119,0.47619,0.44048,0.39683,0.37698,0.21032,0.15079,0.26587,0.27381,0.26984,0.23413,0.1746,0.21429,0.30556,0.38095,0.40079,0.36111,0.44444,0.55952,0.65476,0.71032,0.72222,0.70238,0.70238,0.70238,0.70238,0.70238,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70635,0.71032,0.70635,0.70238,0.72222,0.67857,0.59921,0.5754,0.55952,0.56746,0.61111,0.64683,0.64683,0.64683,0.6627,0.65079,0.59921,0.56349,0.55159,0.54762,0.54762,0.46825,0.39683,0.36905,0.34921,0.31746,0.28571,0.28968,0.31349,0.3373,0.37698,0.42857,0.47619,0.51587,0.52778,0.53571,0.54365,0.55556,0.55952,0.55556,0.55556,0.55952,0.59524,0.64286,0.67063,0.67857,0.68651,0.68254,0.68254,0.67857,0.68254,0.68651,0.63889,0.59524,0.5873,0.59921,0.59524,0.56746,0.54365,0.55159,0.51587,0.46032,0.47222,0.42857,0.4246,0.4127,0.23413,0.15079,0.17857,0.17063,0.18651,0.18651,0.23016,0.28571,0.31349,0.36905,0.41667,0.54365,0.61111,0.55952,0.71429,0.69841,0.70238,0.69841,0.68651,0.69444,0.70635,0.70238,0.70635,0.71032,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.67063
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.71032,0.71032,0.71032,0.71032,0.71032,0.71032,0.70238,0.70635,0.71825,0.70238,0.69841,0.6627,0.59524,0.60317,0.61111,0.63095,0.6627,0.67857,0.6746,0.6627,0.66667,0.65476,0.59127,0.55952,0.55159,0.53175,0.49206,0.4127,0.36111,0.34524,0.32143,0.32143,0.3373,0.35317,0.39286,0.45238,0.51587,0.58333,0.62302,0.63889,0.64683,0.63889,0.62698,0.60317,0.5873,0.57143,0.5754,0.59524,0.62698,0.6627,0.68651,0.70238,0.72222,0.71825,0.71825,0.71429,0.70635,0.70635,0.68254,0.66667,0.6746,0.6746,0.6746,0.6627,0.64683,0.60714,0.57143,0.52381,0.4881,0.47619,0.47619,0.46429,0.43254,0.3254,0.19444,0.15873,0.20238,0.21032,0.21032,0.24603,0.28968,0.33333,0.37698,0.42857,0.39683,0.2619,0.65476,0.71429,0.66667,0.68651,0.69841,0.69841,0.71825,0.69444,0.69444,0.71429,0.70238,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.69841,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.71032,0.71032,0.71032,0.71032,0.71032,0.71032,0.71032,0.70238,0.71032,0.7381,0.66667,0.61111,0.64286,0.64683,0.64683,0.6627,0.69444,0.71032,0.70635,0.69841,0.68651,0.63492,0.55952,0.53175,0.53175,0.50397,0.42063,0.36111,0.34921,0.36508,0.36508,0.38889,0.4246,0.44841,0.49206,0.55952,0.63095,0.69841,0.73016,0.73413,0.73016,0.71825,0.70238,0.6746,0.65079,0.63492,0.63095,0.63492,0.64683,0.67063,0.69444,0.71825,0.7381,0.73413,0.73016,0.73016,0.72619,0.72222,0.73413,0.74206,0.74603,0.75,0.75,0.74603,0.73016,0.69841,0.65873,0.60714,0.55952,0.53175,0.51984,0.50397,0.50397,0.44048,0.3373,0.29365,0.30556,0.30556,0.28968,0.28968,0.30159,0.33333,0.38095,0.42063,0.42857,0.40079,0.57143,0.73413,0.68254,0.66667,0.71825,0.70238,0.70635,0.69841,0.68254,0.69444,0.73016,0.71032,0.70238,0.70238,0.70238,0.70238,0.70238,0.69841,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.71032,0.71032,0.71032,0.71032,0.71032,0.71032,0.71429,0.69444,0.68651,0.71825,0.69048,0.64286,0.65476,0.67063,0.66667,0.68254,0.71032,0.72222,0.71825,0.71429,0.68254,0.60317,0.51587,0.49603,0.5,0.46429,0.36508,0.33333,0.36111,0.40079,0.4246,0.46429,0.50794,0.53968,0.58333,0.64286,0.70635,0.75794,0.78571,0.79762,0.80159,0.79365,0.78175,0.75794,0.7381,0.72222,0.70635,0.68254,0.67063,0.68254,0.71032,0.73413,0.74603,0.75,0.75,0.74603,0.74603,0.74603,0.75794,0.77381,0.78175,0.78968,0.78968,0.78968,0.78571,0.77778,0.74206,0.69841,0.65079,0.61508,0.59127,0.56349,0.55556,0.51587,0.44841,0.39683,0.37698,0.37302,0.38095,0.36905,0.37698,0.40476,0.44048,0.45635,0.46032,0.5119,0.53571,0.57937,0.71825,0.7381,0.69444,0.68651,0.68254,0.71825,0.71825,0.69841,0.71429,0.70635,0.70238,0.70238,0.70238,0.70238,0.70238,0.69841,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746
0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.69048,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69841,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.70238,0.71032,0.71032,0.71032,0.71032,0.71032,0.71032,0.69444,0.69841,0.72222,0.6746,0.64683,0.65476,0.63889,0.68254,0.68651,0.69444,0.71429,0.71825,0.71032,0.69444,0.63889,0.55159,0.47619,0.47222,0.47619,0.43254,0.35317,0.34921,0.39683,0.45238,0.47619,0.52778,0.57937,0.61111,0.64683,0.69841,0.74603,0.78175,0.80159,0.82143,0.83333,0.8373,0.83333,0.8254,0.80952,0.79365,0.76587,0.73413,0.69841,0.70238,0.72222,0.74206,0.75397,0.75397,0.75794,0.75794,0.75794,0.75794,0.76587,0.78175,0.78968,0.80159,0.80556,0.80952,0.80952,0.80952,0.79365,0.77381,0.74206,0.70635,0.68651,0.65873,0.63095,0.59524,0.53175,0.45238,0.39286,0.39286,0.41667,0.42857,0.46825,0.51587,0.53571,0.52778,0.50397,0.53571,0.49603,0.4127,0.45238,0.68651,0.69444,0.71032,0.67857,0.68651,0.70635,0.69444,0.68254,0.69444,0.70238,0.70238,0.70238,0.70238,0.70238,0.69841,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69444,0.69048,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68651,0.68254,0.68254,0.68254,0.68254,0.68254,0.68254,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746,0.6746
